OBJECTID,location,median,median_white,median_white_only,median_hispanic,median_black_only,median_asian,median_native,median_native_islander,median_other,median_two_or_more,All_Crime,Violent_Crime,Murder_and_Nonnegligent_Manslaughter,Rape,Robbery,Aggravated_Assault,Property_Crime,Burglary,Larceny_theft,Motor_Vehicle_Theft,Arson,Metropolitan_Nonmetropolitan,crime_majority,pct_violent,pct_murder,pct_rape,pct_robbery,pct_assault,pct_property,pct_burglary,pct_larceny,pct_vehicle,pct_arson,majority_race,population,population_white,population_white_only,population_hispanic,population_black,population_asian,population_native,population_native_islander,population_other,population_two_or_more,male_population,population_white_male,population_white_only_male,population_hispanic_male,population_black_male,population_asian_male,population_native_male,population_native_islander_male,population_other_male,population_two_or_more_male,female_population,population_white_female,population_white_only_female,population_hispanic_female,population_black_female,population_asian_female,population_native_female,population_native_islander_female,population_other_female,population_two_or_more_female,pct_white,pct_white_only,pct_hispanic,pct_black,pct_asian,pct_native,pct_native_islander,pct_other,pct_two_or_more,Shape_Length,Shape_Area,GEOIDFQ
1310,"Wilson County, Tennessee",94048,94672,94584,77131,74171,136728,129157,0,83997,75682,779,53,1,2,1,49,335,73,198,64,3,Metropolitan County,Property Crimes,6.803594352,0.128369705,0.256739409,0.128369705,6.290115533,43.00385109,9.370988447,25.41720154,8.215661104,0.385109114,White,153587,126077,123573,9258,11048,3164,418,0,3994,8886,76030,62128,60974,4913,5750,1536,213,0,1875,4528,77557,63949,62599,4345,5298,1628,205,0,2119,4358,82.08832779,80.45798147,6.02785392,7.193317143,2.060070188,0.272158451,0,2.600480509,5.785645921,2.292558674,0.151363628,0500000US47189
1311,"Camp County, Texas",55061,62274,61042,44615,28788,0,0,0,0,43802,112,10,0,1,0,9,46,11,28,7,0,Nonmetropolitan County,Property Crimes,8.928571429,0,0.892857143,0,8.035714286,41.07142857,9.821428571,25,6.25,0,White,12652,7635,6754,3377,1843,143,0,0,1131,1900,6143,3563,3197,1714,861,56,0,0,550,1113,6509,4072,3557,1663,982,87,0,0,581,787,60.34619033,53.38286437,26.69143218,14.5668669,1.130256086,0,0,8.939298135,15.01738856,1.42036057,0.050771539,0500000US48063
1312,"Jefferson County, Oklahoma",48750,48026,49167,42083,0,0,64464,0,0,47708,32,3,0,0,0,3,13,2,7,4,0,Nonmetropolitan County,Property Crimes,9.375,0,0,0,9.375,40.625,6.25,21.875,12.5,0,White,5377,4286,4089,579,77,3,227,0,98,686,2650,2097,2019,283,39,0,128,0,59,327,2727,2189,2070,296,38,3,99,0,39,359,79.7098754,76.04612237,10.76808629,1.432025293,0.055793193,4.221684954,0,1.822577646,12.75804352,2.408719465,0.195918816,0500000US40067
1313,"Ritchie County, West Virginia",50256,50482,50871,0,0,0,0,0,0,0,68,4,3,0,0,1,30,11,19,0,0,Nonmetropolitan County,Property Crimes,5.882352941,4.411764706,0,0,1.470588235,44.11764706,16.17647059,27.94117647,0,0,White,8372,8129,8091,38,10,75,0,0,1,157,4186,4097,4071,26,6,24,0,0,1,58,4186,4032,4020,12,4,51,0,0,0,99,97.09746775,96.64357382,0.453893932,0.119445772,0.895843287,0,0,0.011944577,1.875298614,1.971164891,0.122493087,0500000US54085
1314,"Page County, Iowa",57752,58050,59179,0,0,0,0,0,0,46250,43,5,0,1,0,4,16,1,12,3,1,Nonmetropolitan County,Property Crimes,11.62790698,0,2.325581395,0,9.302325581,37.20930233,2.325581395,27.90697674,6.976744186,2.325581395,White,15168,14049,13729,498,279,106,47,2,91,594,8034,7334,7131,323,247,62,27,2,56,306,7134,6715,6598,175,32,44,20,0,35,288,92.62262658,90.51292194,3.283227848,1.839398734,0.698839662,0.309862869,0.013185654,0.599947257,3.916139241,1.592859611,0.147855023,0500000US19145
1315,"Jefferson County, Kansas",77393,77291,77023,109485,0,0,0,0,0,69620,350,21,0,1,0,20,154,22,108,24,0,Metropolitan County,Property Crimes,6,0,0.285714286,0,5.714285714,44,6.285714286,30.85714286,6.857142857,0,White,18391,17141,16847,616,132,41,95,3,58,921,9292,8725,8622,256,111,1,43,3,35,374,9099,8416,8225,360,21,40,52,0,23,547,93.20319722,91.6045892,3.349464412,0.717742374,0.222935131,0.516557012,0.016312327,0.315371649,5.007884291,1.616239678,0.150417361,0500000US20087
1316,"Iberia Parish, Louisiana",57811,67558,67379,49098,35965,58833,82188,0,28651,61954,1051,191,2,15,4,170,334,102,170,62,1,Nonmetropolitan County,Property Crimes,18.17316841,0.190294957,1.427212179,0.380589914,16.17507136,31.77925785,9.705042816,16.17507136,5.899143673,0.095147479,White,69194,39620,39249,3810,21262,1828,367,3,1303,4811,34176,19596,19372,2393,10056,956,186,1,691,2690,35018,20024,19877,1417,11206,872,181,2,612,2121,57.25929994,56.72312628,5.506257768,30.72809781,2.641847559,0.530392809,0.004335636,1.883111252,6.952914993,3.528163465,0.251324605,0500000US22045
1317,"Kusilvak Census Area, Alaska",48233,86375,85875,0,0,78281,44338,0,0,55990,,,,,,,,,,,,,,,,,,,,,,,,American Indian/Alaska Native,8277,264,254,136,73,24,7157,12,62,685,4431,189,185,68,72,7,3779,7,0,377,3846,75,69,68,1,17,3378,5,62,308,3.189561435,3.068744714,1.643107406,0.881962064,0.28996013,86.46852724,0.144980065,0.74906367,8.275945391,16.95266181,8.765279479,0500000US02158
1318,"Onslow County, North Carolina",64568,66834,66785,68188,51454,54216,50908,0,60816,67807,3192,300,5,29,16,250,1287,369,783,135,18,Metropolitan County,Property Crimes,9.398496241,0.156641604,0.908521303,0.501253133,7.832080201,40.31954887,11.56015038,24.53007519,4.229323308,0.563909774,White,208537,144394,135161,28739,26157,3809,1629,248,5509,26791,116322,81386,75802,16655,13907,2031,1093,248,2822,14835,92215,63008,59359,12084,12250,1778,536,0,2687,11956,69.24142958,64.81391791,13.78124745,12.54309787,1.82653438,0.781156342,0.11892374,2.641737437,12.84712065,2.202604169,0.230691459,0500000US37133
1319,"DeKalb County, Alabama",51149,52322,52448,44345,26438,0,52664,0,42738,43819,368,27,0,4,0,23,157,20,115,22,0,Nonmetropolitan County,Property Crimes,7.336956522,0,1.086956522,0,6.25,42.66304348,5.434782609,31.25,5.97826087,0,White,71946,58471,55856,11987,923,145,1059,418,6809,4121,35969,29064,27662,6330,495,38,542,227,3526,2077,35977,29407,28194,5657,428,107,517,191,3283,2044,81.27067523,77.63600478,16.66110694,1.282906624,0.201540044,1.471937286,0.580991299,9.464042476,5.727907041,2.214346005,0.197859318,0500000US01049
1320,"Steuben County, New York",64740,64540,64614,57625,42778,119043,0,0,47227,59036,246,21,1,3,1,16,101,16,78,7,2,Nonmetropolitan County,Property Crimes,8.536585366,0.406504065,1.219512195,0.406504065,6.504065041,41.05691057,6.504065041,31.70731707,2.845528455,0.81300813,White,93034,85865,85435,1754,1537,1481,93,0,754,3304,46618,42794,42573,912,905,806,53,0,394,1666,46416,43071,42862,842,632,675,40,0,360,1638,92.29421502,91.8320184,1.885332244,1.652084184,1.591891137,0.099963454,0,0.810456392,3.551389814,2.722387893,0.396808923,0500000US36101
1321,"Forest County, Pennsylvania",50061,50412,50381,0,0,0,0,0,0,27500,,,,,,,,,,,,,,,,,,,,,,,,White,6785,5362,5313,338,949,42,25,0,156,251,4815,3486,3437,317,929,19,23,0,148,210,1970,1876,1876,21,20,23,2,0,8,41,79.02726603,78.30508475,4.981577008,13.98673545,0.619012528,0.368459838,0,2.299189388,3.699336772,1.917654385,0.120256794,0500000US42053
1322,"Tangipahoa Parish, Louisiana",57256,66976,67477,72799,37270,53823,0,0,0,73929,4128,655,14,50,24,567,1402,309,874,219,14,Metropolitan County,Property Crimes,15.86724806,0.339147287,1.21124031,0.581395349,13.73546512,33.96317829,7.485465116,21.17248062,5.305232558,0.339147287,White,135218,83835,82315,7511,40430,1029,98,49,1246,8531,65933,41105,40232,4287,18669,330,83,0,501,5245,69285,42730,42083,3224,21761,699,15,49,745,3286,61.99988167,60.87577098,5.554733837,29.8998654,0.760993359,0.072475558,0.036237779,0.921474952,6.309071277,2.477521985,0.205649216,0500000US22105
1323,"Stafford County, Virginia",133792,135480,133568,120500,147561,110714,106250,0,97022,147344,3309,375,1,61,29,284,1275,99,1084,92,9,Metropolitan County,Property Crimes,11.33272892,0.03022061,1.843457238,0.876397703,8.58265337,38.53127833,2.991840435,32.75914173,2.780296162,0.271985494,White,160520,91790,86141,25516,30991,6047,459,25,12924,18284,81144,46927,44155,13066,15708,2400,209,25,7004,8871,79376,44863,41986,12450,15283,3647,250,0,5920,9413,57.18290556,53.66371792,15.89583852,19.30662846,3.767131822,0.285945677,0.015574383,8.051333167,11.39048094,1.422770876,0.074823448,0500000US51179
1324,"Menominee County, Michigan",55688,56614,56909,0,38500,0,42500,0,0,40365,,,,,,,,,,,,,,,,,,,,,,,,White,23295,21520,21317,534,130,88,528,0,128,901,12025,11118,11026,253,92,23,304,0,53,435,11270,10402,10291,281,38,65,224,0,75,466,92.38033913,91.50890749,2.292337411,0.558059669,0.377763469,2.266580811,0,0.549474136,3.867782786,3.582996704,0.399167722,0500000US26109
1325,"Jasper County, Indiana",79634,80498,80884,80756,0,0,0,0,60556,69215,,,,,,,,,,,,,,,,,,,,,,,,White,33198,29513,29026,2435,243,112,18,0,1019,2293,16536,14788,14581,1240,117,31,15,0,571,1014,16662,14725,14445,1195,126,81,3,0,448,1279,88.89993373,87.43297789,7.334779204,0.731971806,0.337369721,0.054220134,0,3.069462016,6.907042593,1.712038716,0.155668681,0500000US18073
1326,"Brantley County, Georgia",47801,53924,54826,0,19919,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,White,18171,16795,16582,378,535,120,0,0,135,586,8963,8349,8206,292,157,77,0,0,128,252,9208,8446,8376,86,378,43,0,0,7,334,92.42749436,91.2552969,2.080237741,2.94425183,0.660392934,0,0,0.742942051,3.224918827,2.072410317,0.109611399,0500000US13025
1327,"Lamar County, Georgia",68457,78212,78173,0,48503,0,0,0,0,88260,,,,,,,,,,,,,,,,,,,,,,,,White,19098,12702,12638,159,5436,130,15,0,29,786,9300,6279,6219,72,2611,48,5,0,12,345,9798,6423,6419,87,2825,82,10,0,17,441,66.50958216,66.17446853,0.832547911,28.46371348,0.68069955,0.078542256,0,0.151848361,4.1156142,1.012444739,0.046478388,0500000US13171
1328,"Steuben County, Indiana",71483,70803,71207,53250,0,113462,0,0,0,90163,326,8,0,4,0,4,155,37,94,24,0,Nonmetropolitan County,Property Crimes,2.45398773,0,1.226993865,0,1.226993865,47.54601227,11.34969325,28.83435583,7.36196319,0,White,34648,32297,31848,1488,266,64,14,5,512,1490,17987,16497,16289,858,239,23,2,0,244,982,16661,15800,15559,630,27,41,12,5,268,508,93.21461556,91.91872547,4.29462018,0.767721081,0.184714846,0.040406373,0.014430847,1.477718772,4.300392519,1.244204586,0.090260335,0500000US18151
1329,"Orange County, Texas",73372,80200,80875,47245,36017,67303,0,0,38875,48833,671,61,0,11,5,45,273,70,138,65,3,Metropolitan County,Property Crimes,9.090909091,0,1.639344262,0.745156483,6.706408346,40.68554396,10.43219076,20.56631893,9.687034277,0.44709389,White,84993,68653,66245,7763,7347,662,147,67,1490,6627,42187,33916,32819,3995,3671,204,94,10,827,3465,42806,34737,33426,3768,3676,458,53,57,663,3162,80.77488734,77.94171285,9.133693363,8.64424129,0.778887673,0.17295542,0.078830021,1.753085548,7.797112703,1.885307328,0.092003229,0500000US48361
1330,"Fayette County, Ohio",60047,60704,60688,41214,37443,0,0,0,0,74022,348,25,0,8,1,16,148,29,100,19,2,Nonmetropolitan County,Property Crimes,7.183908046,0,2.298850575,0.287356322,4.597701149,42.52873563,8.333333333,28.73563218,5.459770115,0.574712644,White,28880,26377,26264,699,841,108,1,17,197,1339,14271,12829,12789,460,543,47,1,0,94,757,14609,13548,13475,239,298,61,0,17,103,582,91.33310249,90.94182825,2.420360111,2.912049861,0.373961219,0.003462604,0.058864266,0.682132964,4.636426593,1.402314078,0.110481596,0500000US39047
1331,"Hampshire County, Massachusetts",86391,89191,89638,60278,0,70200,0,0,49483,72709,,,,,,,,,,,,,,,,,,,,,,,,White,156595,130409,127318,11259,3647,7889,153,105,3384,11008,73249,61278,60115,5478,1836,2685,36,58,1795,5561,83346,69131,67203,5781,1811,5204,117,47,1589,5447,83.27788244,81.30400077,7.189884735,2.328937706,5.037836457,0.097704269,0.067051949,2.160988537,7.029598646,3.000965331,0.154269188,0500000US25015
1332,"Allen County, Kentucky",59029,59801,59324,0,23879,0,0,0,0,27279,108,7,0,0,1,6,47,12,23,12,0,Metropolitan County,Property Crimes,6.481481481,0,0,0.925925926,5.555555556,43.51851852,11.11111111,21.2962963,11.11111111,0,White,21029,20055,19672,584,107,4,28,0,120,715,10415,9915,9743,259,78,0,8,0,68,346,10614,10140,9929,325,29,4,20,0,52,369,95.36830092,93.54700651,2.777117314,0.508821152,0.019021351,0.13314946,0,0.570640544,3.400066575,1.74077515,0.091960112,0500000US21003
1333,"Alamance County, North Carolina",64445,70930,71275,59716,48936,112542,71250,0,60987,64848,1263,152,2,10,6,134,476,96,325,55,7,Metropolitan County,Property Crimes,12.03483769,0.158353127,0.791765637,0.475059382,10.60965954,37.68804434,7.600950119,25.73238321,4.354711006,0.554235946,White,174286,109467,103736,25716,34710,2905,831,51,14649,11673,83490,52235,49467,13081,16182,1425,454,33,7439,5722,90796,57232,54269,12635,18528,1480,377,18,7210,5951,62.80883146,59.52055816,14.75505778,19.91554112,1.666800546,0.476802497,0.029262247,8.405150155,6.697611971,1.427116063,0.112478887,0500000US37001
1334,"Greenwood County, Kansas",58276,58036,58006,80833,0,0,54500,0,81354,73036,154,21,0,5,0,16,56,8,46,2,0,Nonmetropolitan County,Property Crimes,13.63636364,0,3.246753247,0,10.38961039,36.36363636,5.194805195,29.87012987,1.298701299,0,White,5956,5535,5432,235,35,5,106,0,42,233,3031,2827,2772,122,21,0,52,0,31,100,2925,2708,2660,113,14,5,54,0,11,133,92.93149765,91.20214909,3.945601075,0.587642713,0.083948959,1.779717931,0,0.705171256,3.912021491,2.265352705,0.305712819,0500000US20073
1335,"Hardy County, West Virginia",49302,49751,49773,38011,46809,0,0,0,38642,0,48,3,2,0,0,1,21,1,18,2,0,Nonmetropolitan County,Property Crimes,6.25,4.166666667,0,0,2.083333333,43.75,2.083333333,37.5,4.166666667,0,White,14236,12809,12713,643,700,4,3,2,371,347,7251,6409,6389,380,402,0,0,0,232,208,6985,6400,6324,263,298,4,3,2,139,139,89.97611689,89.30177016,4.516718179,4.917111548,0.02809778,0.021073335,0.01404889,2.606069121,2.437482439,2.126945904,0.15742907,0500000US54031
1336,"Adjuntas Municipio, Puerto Rico",18605,18974,0,18613,0,0,0,0,15274,19167,,,,,,,,,,,,,,,,,,,,,,,,Hispanic/Latino,17975,14929,50,17925,323,0,7,0,1209,1507,8694,7203,50,8644,172,0,0,0,627,692,9281,7726,0,9281,151,0,7,0,582,815,83.054242,0.278164117,99.72183588,1.796940195,0,0.038942976,0,6.726008345,8.383866481,0.646014538,0.01483864,0500000US72001
1337,"Ozaukee County, Wisconsin",96734,95749,95610,74449,128162,182083,0,0,65240,104643,368,18,0,7,0,11,166,119,41,6,0,Metropolitan County,Property Crimes,4.891304348,0,1.902173913,0,2.989130435,45.10869565,32.33695652,11.14130435,1.630434783,0,White,92345,83840,82922,3299,1400,1960,123,17,767,4238,45833,41547,41100,1687,754,956,26,11,380,2159,46512,42293,41822,1612,646,1004,97,6,387,2079,90.78997239,89.79587417,3.572472792,1.516053928,2.122475499,0.133196167,0.018409226,0.830580974,4.58931182,2.578720152,0.321024316,0500000US55089
1338,"Sullivan County, Tennessee",56802,56886,56996,57978,40701,143250,100294,0,58286,58438,1880,305,1,41,5,258,626,92,439,95,18,Metropolitan County,Property Crimes,16.22340426,0.053191489,2.180851064,0.265957447,13.72340426,33.29787234,4.893617021,23.35106383,5.053191489,0.957446809,White,159693,148653,147064,3905,3212,1328,223,0,1049,5228,78096,72761,71796,1972,1881,561,137,0,615,2141,81597,75892,75268,1933,1331,767,86,0,434,3087,93.08673517,92.09170095,2.445316952,2.011359296,0.831595624,0.13964294,0,0.656885399,3.273781568,2.218876226,0.111963656,0500000US47163
1339,"Laurens County, South Carolina",55517,62365,61932,51545,43921,53017,46342,56000,49205,49196,1703,136,4,16,1,115,713,160,457,96,5,Metropolitan County,Property Crimes,7.985907223,0.234879624,0.939518497,0.058719906,6.752789196,41.86729301,9.395184968,26.83499706,5.637110981,0.29359953,White,67904,45795,44665,4303,15629,362,589,62,1805,3662,33075,22453,21800,2270,7399,168,216,23,908,1908,34829,23342,22865,2033,8230,194,373,39,897,1754,67.44079877,65.77668473,6.33688737,23.01631715,0.533105561,0.867401037,0.091305372,2.658164467,5.392907634,2.236138975,0.183749201,0500000US45059
1340,"Crook County, Wyoming",71209,71278,71326,0,0,0,0,0,36111,77083,42,3,0,1,0,2,18,5,12,1,0,Nonmetropolitan County,Property Crimes,7.142857143,0,2.380952381,0,4.761904762,42.85714286,11.9047619,28.57142857,2.380952381,0,White,7339,6871,6844,145,0,40,17,0,19,392,3813,3567,3549,102,0,0,6,0,13,227,3526,3304,3295,43,0,40,11,0,6,165,93.62310942,93.25521188,1.975746014,0,0.545033383,0.231639188,0,0.258890857,5.341327156,3.703113375,0.841016145,0500000US56011
1341,"Sheboygan County, Wisconsin",71898,73180,73223,63785,40119,68413,93438,0,58723,67803,497,41,0,12,1,28,207,42,150,15,1,Metropolitan County,Property Crimes,8.249496982,0,2.414486922,0.201207243,5.633802817,41.6498994,8.450704225,30.18108652,3.018108652,0.201207243,White,117783,99262,96085,8850,2443,6996,194,115,1806,6967,59881,49622,48289,4610,1632,3536,141,52,1091,3807,57902,49640,47796,4240,811,3460,53,63,715,3160,84.27531987,81.57798664,7.513817784,2.074153316,5.939736634,0.164709678,0.09763718,1.533328239,5.915115085,2.822276744,0.367743983,0500000US55117
1342,"Hampden County, Massachusetts",70535,80727,83219,39591,55442,67639,39107,121016,44840,40666,,,,,,,,,,,,,,,,,,,,,,,,White,462853,312186,278624,123001,40286,11874,1239,102,33650,63516,225006,152128,135667,59374,19958,5587,556,38,17037,29702,237847,160058,142957,63627,20328,6287,683,64,16613,33814,67.4481963,60.19708201,26.57452798,8.703843337,2.565393332,0.267687581,0.022037234,7.270126801,13.72271542,2.991764256,0.178853608,0500000US25013
1343,"Caldwell County, Texas",68503,72548,69984,68784,29602,98380,0,0,72522,64985,383,39,1,8,3,27,151,35,67,49,3,Metropolitan County,Property Crimes,10.18276762,0.261096606,2.088772846,0.783289817,7.049608355,39.42558747,9.138381201,17.49347258,12.79373368,0.783289817,White,47184,27276,16787,26565,2025,321,253,0,4406,12903,23885,13700,8396,13524,1149,115,115,0,2141,6665,23299,13576,8391,13041,876,206,138,0,2265,6238,57.80773143,35.57773822,56.3008647,4.291709054,0.680315361,0.536198711,0,9.337911156,27.34613428,1.89584635,0.132112061,0500000US48055
1344,"Cloud County, Kansas",57333,57067,56983,0,0,0,0,0,57813,65757,,,,,,,,,,,,,,,,,,,,,,,,White,8973,8262,8037,332,70,11,43,145,55,387,4616,4163,4039,186,37,0,22,105,24,265,4357,4099,3998,146,33,11,21,40,31,122,92.07622869,89.56870612,3.699988855,0.780118132,0.122589992,0.479215424,1.615958988,0.612949961,4.312938816,1.821689203,0.194674396,0500000US20029
1345,"Inyo County, California",72432,80946,79714,75488,0,51827,39727,0,76985,64629,311,96,1,9,5,81,57,17,40,0,5,Nonmetropolitan County,Violent Crimes,30.8681672,0.321543408,2.893890675,1.607717042,26.04501608,18.32797428,5.466237942,12.86173633,0,1.607717042,White,18803,12154,11094,4469,182,341,1948,168,1256,2754,9565,6224,5725,2254,173,139,903,51,628,1447,9238,5930,5369,2215,9,202,1045,117,628,1307,64.6386215,59.00122321,23.76748391,0.967930649,1.813540392,10.36004893,0.893474446,6.679785141,14.64659895,8.873947512,2.664786369,0500000US06027
1346,"Coosa County, Alabama",57063,64786,65045,0,41633,0,0,0,0,64688,,,,,,,,,,,,,,,,,,,,,,,,White,10323,6664,6640,245,3065,0,13,0,111,470,5289,3418,3410,100,1569,0,13,0,14,275,5034,3246,3230,145,1496,0,0,0,97,195,64.55487746,64.3223869,2.373341083,29.6909813,0,0.125932384,0,1.075268817,4.552940037,1.753426637,0.166398687,0500000US01037
1347,"Vernon County, Wisconsin",69556,69816,69812,43750,11429,0,0,0,88250,67398,138,19,0,4,0,15,50,10,34,6,0,Metropolitan County,Property Crimes,13.76811594,0,2.898550725,0,10.86956522,36.23188406,7.246376812,24.63768116,4.347826087,0,White,30915,29383,29236,516,94,84,16,0,232,1106,15677,14854,14792,292,90,16,11,0,134,572,15238,14529,14444,224,4,68,5,0,98,534,95.04447679,94.56897946,1.669092673,0.304059518,0.271712761,0.051754812,0,0.750444768,3.57755135,2.522668964,0.235674552,0500000US55123
1348,"Iron County, Missouri",51161,54268,54512,0,31429,0,0,0,0,31595,,,,,,,,,,,,,,,,,,,,,,,,White,9482,8788,8751,199,75,83,12,9,59,456,4716,4377,4370,75,40,7,2,9,30,251,4766,4411,4381,124,35,76,10,0,29,205,92.68086901,92.29065598,2.098713352,0.790972369,0.875342755,0.126555579,0.094916684,0.622231597,4.809112002,2.202982283,0.145799142,0500000US29093
1349,"Hopkins County, Texas",64725,71541,70927,56132,36455,0,0,0,65769,36726,66,12,1,1,0,10,21,7,9,5,0,Nonmetropolitan County,Property Crimes,18.18181818,1.515151515,1.515151515,0,15.15151515,31.81818182,10.60606061,13.63636364,7.575757576,0,White,37351,30031,26594,6812,2641,338,150,41,1520,2630,18392,14697,12898,3559,1237,235,64,15,796,1348,18959,15334,13696,3253,1404,103,86,26,724,1282,80.40213113,71.2002356,18.23779818,7.070761158,0.904928918,0.401595673,0.109769484,4.069502825,7.041310808,2.308605264,0.19843935,0500000US48223
1350,"Albany County, New York",83149,90725,91170,59512,50099,89978,46528,0,40064,70732,116,8,0,1,1,6,50,7,40,3,0,Metropolitan County,Property Crimes,6.896551724,0,0.862068966,0.862068966,5.172413793,43.10344828,6.034482759,34.48275862,2.586206897,0,White,315374,223239,217580,22163,38696,22969,238,187,8010,22035,153188,108427,105795,10838,18853,11579,112,42,4206,9969,162186,114812,111785,11325,19843,11390,126,145,3804,12066,70.7854801,68.99110263,7.027529219,12.2698764,7.283098797,0.075465955,0.059294679,2.539841585,6.986942487,1.782049993,0.151510991,0500000US36001
1351,"Houston County, Texas",54563,58235,58556,79375,34083,0,0,0,73458,85368,238,19,1,1,0,17,100,22,66,12,0,Nonmetropolitan County,Property Crimes,7.983193277,0.420168067,0.420168067,0,7.142857143,42.01680672,9.243697479,27.73109244,5.042016807,0,White,22042,13899,12907,3096,4864,152,153,5,875,2094,11842,7224,6631,1845,2681,78,129,5,475,1250,10200,6675,6276,1251,2183,74,24,0,400,844,63.05689139,58.55639234,14.04591235,22.06696307,0.689592596,0.694129389,0.022683967,3.96969422,9.500045368,3.158790331,0.303467835,0500000US48225
